00:24:26 | INFO | GET http://localhost:5656/
00:24:26 | INFO | Request Body: 
00:24:26 | INFO | Headers:
00:24:26 | INFO | 	host: localhost:5656
00:24:26 | INFO | 	connection: close
00:24:26 | INFO | 	user-agent: Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
00:24:26 | INFO | 	from: support@search.yandex.ru
00:24:26 | INFO | 	accept-encoding: gzip,deflate
00:24:26 | INFO | 	accept-language: ru, uk;q=0.8, be;q=0.8, en;q=0.7, *;q=0.01
00:24:26 | INFO | 	accept: */*
00:28:13 | INFO | GET http://localhost:5656/
00:28:13 | INFO | Request Body: 
00:28:13 | INFO | Headers:
00:28:13 | INFO | 	host: localhost:5656
00:28:13 | INFO | 	connection: close
00:28:13 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36
00:28:13 | INFO | 	accept: */*
00:28:13 | INFO | 	content-type: application/x-www-form-urlencoded
01:50:47 | INFO | GET http://localhost:5656/
01:50:47 | INFO | Request Body: 
01:50:47 | INFO | Headers:
01:50:47 | INFO | 	host: localhost:5656
01:50:47 | INFO | 	connection: close
01:50:47 | INFO | 	user-agent: 2ip bot/1.1 (+http://2ip.io)
01:50:47 | INFO | 	referer: http://noboringdate.ru
01:50:47 | INFO | 	accept-encoding: gzip
01:50:55 | INFO | GET http://localhost:5656/
01:50:55 | INFO | Request Body: 
01:50:55 | INFO | Headers:
01:50:55 | INFO | 	host: localhost:5656
01:50:55 | INFO | 	connection: close
01:50:55 | INFO | 	user-agent: 2ip bot/1.1 (+http://2ip.io)
01:50:55 | INFO | 	referer: http://noboringdate.ru
01:50:55 | INFO | 	accept-encoding: gzip
01:51:02 | INFO | GET http://localhost:5656/
01:51:02 | INFO | Request Body: 
01:51:02 | INFO | Headers:
01:51:02 | INFO | 	host: localhost:5656
01:51:02 | INFO | 	connection: close
01:51:02 | INFO | 	user-agent: 2ip bot/1.1 (+http://2ip.io)
01:51:02 | INFO | 	referer: http://noboringdate.ru
01:51:02 | INFO | 	accept-encoding: gzip
04:21:38 | INFO | GET http://localhost:5656/
04:21:38 | INFO | Request Body: 
04:21:38 | INFO | Headers:
04:21:38 | INFO | 	host: localhost:5656
04:21:38 | INFO | 	connection: close
04:21:38 | INFO | 	cache-control: no-cache
04:21:38 | INFO | 	pragma: no-cache
04:21:38 | INFO | 	accept: */*
04:21:38 | INFO | 	accept-encoding: gzip, deflate
04:21:38 | INFO | 	from: bingbot(at)microsoft.com
04:21:38 | INFO | 	user-agent: Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36
05:26:21 | INFO | GET http://localhost:5656/?ref=wXQ3uj3pDkqGgtYj34og7A&id=940661502&session=12257
05:26:21 | INFO | Request Body: ref=wXQ3uj3pDkqGgtYj34og7A&id=940661502&session=12257
05:26:21 | INFO | Headers:
05:26:21 | INFO | 	host: localhost:5656
05:26:21 | INFO | 	connection: close
05:26:21 | INFO | 	accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8
05:26:21 | INFO | 	accept-language: ru
05:26:21 | INFO | 	accept-encoding: gzip, deflate, br
05:26:21 | INFO | 	user-agent: Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1
09:11:23 | INFO | GET http://localhost:5656/
09:11:23 | INFO | Request Body: 
09:11:23 | INFO | Headers:
09:11:23 | INFO | 	host: localhost:5656
09:11:23 | INFO | 	connection: close
09:11:23 | INFO | 	user-agent: python-requests/2.28.1
09:11:23 | INFO | 	accept-encoding: gzip, deflate
09:11:23 | INFO | 	accept: */*
13:31:35 | INFO | GET http://localhost:5656/
13:31:35 | INFO | Request Body: 
13:31:35 | INFO | Headers:
13:31:35 | INFO | 	host: localhost:5656
13:31:35 | INFO | 	connection: close
13:31:35 | INFO | 	accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,*/*;q=0.8
13:31:35 | INFO | 	user-agent: Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.72 Safari/537.36
13:31:35 | INFO | 	referer: https://noboringdate.ru/
14:22:17 | INFO | GET http://localhost:5656/
14:22:17 | INFO | Request Body: 
14:22:17 | INFO | Headers:
14:22:17 | INFO | 	host: localhost:5656
14:22:17 | INFO | 	connection: close
14:22:17 | INFO | 	referer: NOBORINGDATE.RU
14:22:17 | INFO | 	cache-control: no-cache, must-revalidate
14:22:17 | INFO | 	pragma: no-cache
14:22:17 | INFO | 	user-agent: Mozilla/5.0 (compatible; BackupLand/1.0; https://go.backupland.com/; Domain check for viruses;)
14:22:17 | INFO | 	accept: */*
14:22:17 | INFO | 	accept-encoding: gzip
17:11:26 | INFO | GET http://localhost:5656/
17:11:26 | INFO | Request Body: 
17:11:26 | INFO | Headers:
17:11:26 | INFO | 	host: localhost:5656
17:11:26 | INFO | 	connection: close
17:11:26 | INFO | 	cache-control: no-cache
17:11:26 | INFO | 	pragma: no-cache
17:11:26 | INFO | 	accept: */*
17:11:26 | INFO | 	accept-encoding: gzip, deflate
17:11:26 | INFO | 	from: bingbot(at)microsoft.com
17:11:26 | INFO | 	user-agent: Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36
18:30:57 | INFO | GET http://localhost:5656/
18:30:57 | INFO | Request Body: 
18:30:57 | INFO | Headers:
18:30:57 | INFO | 	host: localhost:5656
18:30:57 | INFO | 	connection: close
18:30:57 | INFO | 	user-agent: Opera/9.80 (S60; SymbOS; Opera Mobi/499; U; ru) Presto/2.4.18 Version/10.00
18:30:57 | INFO | 	accept-charset: utf-8
18:30:57 | INFO | 	accept-encoding: gzip
18:57:01 | INFO | GET http://localhost:5656/?ref=xIfBgAVYuDA-x81kU8kaow&id=1018007236&session=12304
18:57:01 | INFO | Request Body: ref=xIfBgAVYuDA-x81kU8kaow&id=1018007236&session=12304
18:57:01 | INFO | Headers:
18:57:01 | INFO | 	host: localhost:5656
18:57:01 | INFO | 	connection: close
18:57:01 | INFO | 	accept-language: ru-RU,ru,en-US,en
18:57:01 | INFO | 	upgrade-insecure-requests: 1
18:57:01 | INFO | 	user-agent: Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/19.0 Chrome/102.0.5005.125 Mobile Safari/537.36
18:57:01 | INFO | 	accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
18:57:01 | INFO | 	sec-fetch-site: none
18:57:01 | INFO | 	sec-fetch-mode: navigate
18:57:01 | INFO | 	sec-fetch-dest: document
18:57:01 | INFO | 	accept-encoding: gzip, deflate, br
18:57:24 | INFO | GET http://localhost:5656/?ref=xIfBgAVYuDA-x81kU8kaow&id=1018007236&session=12304
18:57:24 | INFO | Request Body: ref=xIfBgAVYuDA-x81kU8kaow&id=1018007236&session=12304
18:57:24 | INFO | Headers:
18:57:24 | INFO | 	host: localhost:5656
18:57:24 | INFO | 	connection: close
18:57:24 | INFO | 	cache-control: max-age=0
18:57:24 | INFO | 	accept-language: ru-RU,ru,en-US,en
18:57:24 | INFO | 	upgrade-insecure-requests: 1
18:57:24 | INFO | 	user-agent: Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/19.0 Chrome/102.0.5005.125 Mobile Safari/537.36
18:57:24 | INFO | 	accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
18:57:24 | INFO | 	sec-fetch-site: none
18:57:24 | INFO | 	sec-fetch-mode: navigate
18:57:24 | INFO | 	sec-fetch-user: ?1
18:57:24 | INFO | 	sec-fetch-dest: document
18:57:24 | INFO | 	accept-encoding: gzip, deflate, br
