05:43:48 | INFO | GET http://46.229.212.89:7592/exist_user?tg_id=1426856917
05:43:48 | INFO | Request Body: tg_id=1426856917
05:43:48 | INFO | Headers:
05:43:48 | INFO | 	host: 46.229.212.89:7592
05:43:48 | INFO | 	accept: */*
05:43:48 | INFO | 	accept-encoding: gzip, deflate
05:43:48 | INFO | 	connection: keep-alive
05:43:48 | INFO | 	user-agent: python-httpx/0.23.1
05:43:48 | INFO | Response Body: 
05:43:48 | INFO | POST http://46.229.212.89:7592/add_user_tg
05:43:48 | INFO | Request Body: {"id": 1426856917, "is_bot": false, "first_name": "\u041c\u0438\u043b\u044f\u0443\u0448\u0430\u2728", "last_name": null, "username": "Sadretdinovaa", "language_code": "ru", "is_premium": null, "added_to_attachment_menu": null, "can_join_groups": null, "can_read_all_group_messages": null, "supports_inline_queries": null, "ref_link": null}
05:43:48 | INFO | Headers:
05:43:48 | INFO | 	host: 46.229.212.89:7592
05:43:48 | INFO | 	accept: */*
05:43:48 | INFO | 	accept-encoding: gzip, deflate
05:43:48 | INFO | 	connection: keep-alive
05:43:48 | INFO | 	user-agent: python-httpx/0.23.1
05:43:48 | INFO | 	content-length: 339
05:43:48 | INFO | Response Body: 
05:43:48 | INFO | GET http://46.229.212.89:7592/get_text?func=start&variable=1
05:43:48 | INFO | Request Body: func=start&variable=1
05:43:48 | INFO | Headers:
05:43:48 | INFO | 	host: 46.229.212.89:7592
05:43:48 | INFO | 	accept: */*
05:43:48 | INFO | 	accept-encoding: gzip, deflate
05:43:48 | INFO | 	connection: keep-alive
05:43:48 | INFO | 	user-agent: python-httpx/0.23.1
05:43:48 | INFO | Response Body: {"text":"Привет, {}! Перед тем как начать, хотим узнать тебя получше! Ответь, пожалуйста, на три вопроса 🙏🏼"}
05:43:48 | INFO | GET http://46.229.212.89:7592/get_text?func=start_btn&variable=1
05:43:48 | INFO | Request Body: func=start_btn&variable=1
05:43:48 | INFO | Headers:
05:43:48 | INFO | 	host: 46.229.212.89:7592
05:43:48 | INFO | 	accept: */*
05:43:48 | INFO | 	accept-encoding: gzip, deflate
05:43:48 | INFO | 	connection: keep-alive
05:43:48 | INFO | 	user-agent: python-httpx/0.23.1
05:43:48 | INFO | Response Body: {"text":"Погнали!"}
05:43:48 | INFO | GET http://46.229.212.89:7592/get_text?func=start_btn&variable=2
05:43:48 | INFO | Request Body: func=start_btn&variable=2
05:43:48 | INFO | Headers:
05:43:48 | INFO | 	host: 46.229.212.89:7592
05:43:48 | INFO | 	accept: */*
05:43:48 | INFO | 	accept-encoding: gzip, deflate
05:43:48 | INFO | 	connection: keep-alive
05:43:48 | INFO | 	user-agent: python-httpx/0.23.1
05:43:48 | INFO | Response Body: {"text":"Готов ответить попозже"}
05:43:48 | INFO | GET http://46.229.212.89:7592/get_text?func=start_btn&variable=3
05:43:48 | INFO | Request Body: func=start_btn&variable=3
05:43:48 | INFO | Headers:
05:43:48 | INFO | 	host: 46.229.212.89:7592
05:43:48 | INFO | 	accept: */*
05:43:48 | INFO | 	accept-encoding: gzip, deflate
05:43:48 | INFO | 	connection: keep-alive
05:43:48 | INFO | 	user-agent: python-httpx/0.23.1
05:43:48 | INFO | Response Body: {"text":"Не спрашивайте меня личных вопросов"}
05:43:49 | INFO | POST http://46.229.212.89:7592/set_user_state
05:43:49 | INFO | Request Body: {"id": 1426856917, "state": "after_start"}
05:43:49 | INFO | Headers:
05:43:49 | INFO | 	host: 46.229.212.89:7592
05:43:49 | INFO | 	accept: */*
05:43:49 | INFO | 	accept-encoding: gzip, deflate
05:43:49 | INFO | 	connection: keep-alive
05:43:49 | INFO | 	user-agent: python-httpx/0.23.1
05:43:49 | INFO | 	content-length: 42
05:43:49 | INFO | Response Body: null
05:43:56 | INFO | GET http://46.229.212.89:7592/get_user_state?id=1426856917
05:43:56 | INFO | Request Body: id=1426856917
05:43:56 | INFO | Headers:
05:43:56 | INFO | 	host: 46.229.212.89:7592
05:43:56 | INFO | 	accept: */*
05:43:56 | INFO | 	accept-encoding: gzip, deflate
05:43:56 | INFO | 	connection: keep-alive
05:43:56 | INFO | 	user-agent: python-httpx/0.23.1
05:43:56 | INFO | Response Body: {"curent_state":"after_start","pref_state":"after_start"}
05:43:56 | INFO | POST http://46.229.212.89:7592/set_user_state
05:43:56 | INFO | Request Body: {"id": 1426856917, "state": "meet"}
05:43:56 | INFO | Headers:
05:43:56 | INFO | 	host: 46.229.212.89:7592
05:43:56 | INFO | 	accept: */*
05:43:56 | INFO | 	accept-encoding: gzip, deflate
05:43:56 | INFO | 	connection: keep-alive
05:43:56 | INFO | 	user-agent: python-httpx/0.23.1
05:43:56 | INFO | 	content-length: 35
05:43:56 | INFO | Response Body: null
05:43:56 | INFO | GET http://46.229.212.89:7592/get_meet_question?tg_id=1426856917
05:43:56 | INFO | Request Body: tg_id=1426856917
05:43:56 | INFO | Headers:
05:43:56 | INFO | 	host: 46.229.212.89:7592
05:43:56 | INFO | 	accept: */*
05:43:56 | INFO | 	accept-encoding: gzip, deflate
05:43:56 | INFO | 	connection: keep-alive
05:43:56 | INFO | 	user-agent: python-httpx/0.23.1
05:43:56 | INFO | Response Body: {"question":"Выбери свой пол:","recom_answer":["Мужской","Женский"]}
05:43:59 | INFO | GET http://46.229.212.89:7592/get_user_state?id=1426856917
05:43:59 | INFO | Request Body: id=1426856917
05:43:59 | INFO | Headers:
05:43:59 | INFO | 	host: 46.229.212.89:7592
05:43:59 | INFO | 	accept: */*
05:43:59 | INFO | 	accept-encoding: gzip, deflate
05:43:59 | INFO | 	connection: keep-alive
05:43:59 | INFO | 	user-agent: python-httpx/0.23.1
05:43:59 | INFO | Response Body: {"curent_state":"meet","pref_state":"after_start"}
05:43:59 | INFO | GET http://46.229.212.89:7592/get_user_state?id=1426856917
05:43:59 | INFO | Request Body: id=1426856917
05:43:59 | INFO | Headers:
05:43:59 | INFO | 	host: 46.229.212.89:7592
05:43:59 | INFO | 	accept: */*
05:43:59 | INFO | 	accept-encoding: gzip, deflate
05:43:59 | INFO | 	connection: keep-alive
05:43:59 | INFO | 	user-agent: python-httpx/0.23.1
05:43:59 | INFO | Response Body: {"curent_state":"meet","pref_state":"after_start"}
05:43:59 | INFO | GET http://46.229.212.89:7592/get_tag?tg_id=1426856917
05:43:59 | INFO | Request Body: tg_id=1426856917
05:43:59 | INFO | Headers:
05:43:59 | INFO | 	host: 46.229.212.89:7592
05:43:59 | INFO | 	accept: */*
05:43:59 | INFO | 	accept-encoding: gzip, deflate
05:43:59 | INFO | 	connection: keep-alive
05:43:59 | INFO | 	user-agent: python-httpx/0.23.1
05:43:59 | INFO | Response Body: {"tag":"gender"}
05:43:59 | INFO | POST http://46.229.212.89:7592/meet_answer
05:43:59 | INFO | Request Body: {"id": 1426856917, "gender": "\u0416\u0435\u043d\u0441\u043a\u0438\u0439"}
05:43:59 | INFO | Headers:
05:43:59 | INFO | 	host: 46.229.212.89:7592
05:43:59 | INFO | 	accept: */*
05:43:59 | INFO | 	accept-encoding: gzip, deflate
05:43:59 | INFO | 	connection: keep-alive
05:43:59 | INFO | 	user-agent: python-httpx/0.23.1
05:43:59 | INFO | 	content-length: 74
05:43:59 | INFO | Response Body: {"answer_to_answer":["Отлично!"]}
05:43:59 | INFO | GET http://46.229.212.89:7592/get_meet_question?tg_id=1426856917
05:43:59 | INFO | Request Body: tg_id=1426856917
05:43:59 | INFO | Headers:
05:43:59 | INFO | 	host: 46.229.212.89:7592
05:43:59 | INFO | 	accept: */*
05:43:59 | INFO | 	accept-encoding: gzip, deflate
05:43:59 | INFO | 	connection: keep-alive
05:43:59 | INFO | 	user-agent: python-httpx/0.23.1
05:43:59 | INFO | Response Body: {"question":"Сколько тебе лет? (пожалуйста, напиши числом)","recom_answer":null}
05:44:06 | INFO | GET http://46.229.212.89:7592/get_user_state?id=1426856917
05:44:06 | INFO | Request Body: id=1426856917
05:44:06 | INFO | Headers:
05:44:06 | INFO | 	host: 46.229.212.89:7592
05:44:06 | INFO | 	accept: */*
05:44:06 | INFO | 	accept-encoding: gzip, deflate
05:44:06 | INFO | 	connection: keep-alive
05:44:06 | INFO | 	user-agent: python-httpx/0.23.1
05:44:06 | INFO | Response Body: {"curent_state":"meet","pref_state":"after_start"}
05:44:06 | INFO | GET http://46.229.212.89:7592/get_user_state?id=1426856917
05:44:06 | INFO | Request Body: id=1426856917
05:44:06 | INFO | Headers:
05:44:06 | INFO | 	host: 46.229.212.89:7592
05:44:06 | INFO | 	accept: */*
05:44:06 | INFO | 	accept-encoding: gzip, deflate
05:44:06 | INFO | 	connection: keep-alive
